Region,Wine,LWIN11,Vintage,LWIN7,Index,Sub-Index,Latitude,Longitude,Mar-Sept avg rainfall ,Critic Score
Rhone,"Guigal, Cote Rotie Landonne",11131982007,2007,1113198,Rhone 100,Northern Rhone 50,,,,
Bordeaux (Red),Haut Bailly,10111912017,2017,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,470,
Bordeaux (Red),Haut Bailly,10111912016,2016,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,418,
Bordeaux (Red),Haut Bailly,10111912015,2015,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,353,
Bordeaux (Red),Haut Bailly,10111912014,2014,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,473,
Bordeaux (Red),Haut Bailly,10111912013,2013,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,526,
Bordeaux (Red),Haut Bailly,10111912012,2012,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,440,
Bordeaux (Red),Haut Bailly,10111912011,2011,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,269,
Bordeaux (Red),Haut Bailly,10111912010,2010,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,278,
Bordeaux (Red),Haut Bailly,10111912009,2009,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,420,
Bordeaux (Red),Haut Bailly,10111912008,2008,1011191,Bordeaux 500,Left Bank 200,44.7333,0.581,,
Bordeaux (Red),Haut Brion,10112472017,2017,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,470,
Bordeaux (Red),Haut Brion,10112472016,2016,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,418,
Bordeaux (Red),Haut Brion,10112472015,2015,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,353,
Bordeaux (Red),Haut Brion,10112472014,2014,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,473,
Bordeaux (Red),Haut Brion,10112472013,2013,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,526,
Bordeaux (Red),Haut Brion,10112472012,2012,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,440,
Bordeaux (Red),Haut Brion,10112472011,2011,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,269,
Bordeaux (Red),Haut Brion,10112472010,2010,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,278,
Bordeaux (Red),Haut Brion,10112472009,2009,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,420,
Bordeaux (Red),Haut Brion,10112472008,2008,1011247,Bordeaux 500,Fine Wine 50,44.7312,-0.5853,,
Bordeaux (Red),Haut Brion,10112472000,2000,1011247,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Haut Brion,10112471998,1998,1011247,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Haut Brion,10112471995,1995,1011247,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Haut Brion,10112471990,1990,1011247,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Haut Brion,10112471989,1989,1011247,Bordeaux Legends 40,Bordeaux Legends ,,,,
Burgundy (white),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202018,2018,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202017,2017,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202016,2016,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202015,2015,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202014,2014,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202013,2013,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202012,2012,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202011,2011,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202010,2010,1067420,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Joseph Drouhin, Montrachet Marquis Laguiche",10674202009,2009,1067420,Burgundy150,White Burgundy ,,,,
Champagne,"Krug, Vintage Brut",13169352006,2006,1316935,Champagne 50,Champagne ,,,,
Champagne,"Krug, Vintage Brut",13169352004,2004,1316935,Champagne 50,Champagne ,,,,
Champagne,"Krug, Vintage Brut",13169352003,2003,1316935,Champagne 50,Champagne ,,,,
Champagne,"Krug, Vintage Brut",13169352002,2002,1316935,Champagne 50,Champagne ,,,,
Champagne,"Krug, Vintage Brut",13169352000,2000,1316935,Champagne 50,Champagne ,,,,
Champagne,"Krug, Vintage Brut",13169351998,1998,1316935,Champagne 50,Champagne ,,,,
Bordeaux (Red),Lafite Rothschild,10118722017,2017,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,470,
Bordeaux (Red),Lafite Rothschild,10118722016,2016,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,418,
Bordeaux (Red),Lafite Rothschild,10118722015,2015,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,353,
Bordeaux (Red),Lafite Rothschild,10118722014,2014,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,473,
Bordeaux (Red),Lafite Rothschild,10118722013,2013,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,526,
Bordeaux (Red),Lafite Rothschild,10118722012,2012,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,440,
Bordeaux (Red),Lafite Rothschild,10118722011,2011,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,269,
Bordeaux (Red),Lafite Rothschild,10118722010,2010,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,278,
Bordeaux (Red),Lafite Rothschild,10118722009,2009,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,420,
Bordeaux (Red),Lafite Rothschild,10118722008,2008,1011872,Bordeaux 500,Fine Wine 50,45.2242,-0.7717,,
Bordeaux (Red),Lafite Rothschild,10118722003,2003,1011872,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Lafite Rothschild,10118722000,2000,1011872,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Lafite Rothschild,10118721998,1998,1011872,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Lafite Rothschild,10118721996,1996,1011872,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Lafleur,10119022017,2017,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,470,
Bordeaux (Red),Lafleur,10119022016,2016,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,418,
Bordeaux (Red),Lafleur,10119022015,2015,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,353,
Bordeaux (Red),Lafleur,10119022014,2014,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,473,
Bordeaux (Red),Lafleur,10119022013,2013,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,526,
Bordeaux (Red),Lafleur,10119022012,2012,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,440,
Bordeaux (Red),Lafleur,10119022011,2011,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,269,
Bordeaux (Red),Lafleur,10119022010,2010,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,278,
Bordeaux (Red),Lafleur,10119022009,2009,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,420,
Bordeaux (Red),Lafleur,10119022008,2008,1011902,Bordeaux 500,Right Bank 50,44.953112,-0.164187,,
Bordeaux (Red),Lafleur,10119022000,2000,1011902,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Latour,10123162012,2012,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,440,
Bordeaux (Red),Latour,10123162011,2011,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,269,
Bordeaux (Red),Latour,10123162010,2010,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,278,
Bordeaux (Red),Latour,10123162009,2009,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,420,
Bordeaux (Red),Latour,10123162008,2008,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162007,2007,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162006,2006,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162005,2005,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162004,2004,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162003,2003,1012316,Bordeaux 500,Fine Wine 50,43.8725,3.0305,,
Bordeaux (Red),Latour,10123162000,2000,1012316,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Latour,10123161996,1996,1012316,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Latour,10123161990,1990,1012316,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Leoville Barton,10123612017,2017,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,470,
Bordeaux (Red),Leoville Barton,10123612016,2016,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,418,
Bordeaux (Red),Leoville Barton,10123612015,2015,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,353,
Bordeaux (Red),Leoville Barton,10123612014,2014,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,473,
Bordeaux (Red),Leoville Barton,10123612013,2013,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,526,
Bordeaux (Red),Leoville Barton,10123612012,2012,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,440,
Bordeaux (Red),Leoville Barton,10123612011,2011,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,269,
Bordeaux (Red),Leoville Barton,10123612010,2010,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,278,
Bordeaux (Red),Leoville Barton,10123612009,2009,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,420,
Bordeaux (Red),Leoville Barton,10123612008,2008,1012361,Bordeaux 500,Left Bank 200,45.15739,-0.73925,,
Bordeaux (Red),Leoville Las Cases,10123742017,2017,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,470,
Bordeaux (Red),Leoville Las Cases,10123742016,2016,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,418,
Bordeaux (Red),Leoville Las Cases,10123742015,2015,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,353,
Bordeaux (Red),Leoville Las Cases,10123742014,2014,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,473,
Bordeaux (Red),Leoville Las Cases,10123742013,2013,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,526,
Bordeaux (Red),Leoville Las Cases,10123742012,2012,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,440,
Bordeaux (Red),Leoville Las Cases,10123742011,2011,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,269,
Bordeaux (Red),Leoville Las Cases,10123742010,2010,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,278,
Bordeaux (Red),Leoville Las Cases,10123742009,2009,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,420,
Bordeaux (Red),Leoville Las Cases,10123742008,2008,1012374,Bordeaux 500,Left Bank 200,45.16371,-0.74041,,
Bordeaux (Red),Leoville Las Cases,10123742000,2000,1012374,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Leoville Las Cases,10123741996,1996,1012374,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Leoville Poyferre,10123872017,2017,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,470,
Bordeaux (Red),Leoville Poyferre,10123872016,2016,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,418,
Bordeaux (Red),Leoville Poyferre,10123872015,2015,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,353,
Bordeaux (Red),Leoville Poyferre,10123872014,2014,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,473,
Bordeaux (Red),Leoville Poyferre,10123872013,2013,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,526,
Bordeaux (Red),Leoville Poyferre,10123872012,2012,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,440,
Bordeaux (Red),Leoville Poyferre,10123872011,2011,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,269,
Bordeaux (Red),Leoville Poyferre,10123872010,2010,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,278,
Bordeaux (Red),Leoville Poyferre,10123872009,2009,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,420,
Bordeaux (Red),Leoville Poyferre,10123872008,2008,1012387,Bordeaux 500,Left Bank 200,45.16409,-0.74048,,
Bordeaux (Red),Leoville Poyferre,10123871990,1990,1012387,Bordeaux Legends 40,Bordeaux Legends ,,,,
Champagne,"Louis Roederer, Cristal",10825422012,2012,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal",10825422009,2009,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal",10825422008,2008,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal",10825422007,2007,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal",10825422006,2006,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal",10825422005,2005,1082542,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal Rose",10825552012,2012,1082555,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal Rose",10825552009,2009,1082555,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal Rose",10825552008,2008,1082555,Champagne 50,Champagne ,,,,
Champagne,"Louis Roederer, Cristal Rose",10825552007,2007,1082555,Champagne 50,Champagne ,,,,
Bordeaux (Red),Lynch Bages,10125762017,2017,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,470,
Bordeaux (Red),Lynch Bages,10125762016,2016,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,418,
Bordeaux (Red),Lynch Bages,10125762015,2015,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,353,
Bordeaux (Red),Lynch Bages,10125762014,2014,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,473,
Bordeaux (Red),Lynch Bages,10125762013,2013,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,526,
Bordeaux (Red),Lynch Bages,10125762012,2012,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,440,
Bordeaux (Red),Lynch Bages,10125762011,2011,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,269,
Bordeaux (Red),Lynch Bages,10125762010,2010,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,278,
Bordeaux (Red),Lynch Bages,10125762009,2009,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,420,
Bordeaux (Red),Lynch Bages,10125762008,2008,1012576,Bordeaux 500,Left Bank 200,45.19083,-0.75561,,
Bordeaux (Red),Margaux,10127812017,2017,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,470,
Bordeaux (Red),Margaux,10127812016,2016,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,418,
Bordeaux (Red),Margaux,10127812015,2015,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,353,
Bordeaux (Red),Margaux,10127812014,2014,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,473,
Bordeaux (Red),Margaux,10127812013,2013,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,526,
Bordeaux (Red),Margaux,10127812012,2012,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,440,
Bordeaux (Red),Margaux,10127812011,2011,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,269,
Bordeaux (Red),Margaux,10127812010,2010,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,278,
Bordeaux (Red),Margaux,10127812009,2009,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,420,
Bordeaux (Red),Margaux,10127812008,2008,1012781,Bordeaux 500,Fine Wine 50,45.044418,-0.668706,,
Bordeaux (Red),Margaux,10127812000,2000,1012781,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Margaux,10127811996,1996,1012781,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Margaux,10127811990,1990,1012781,Bordeaux Legends 40,Bordeaux Legends ,,,,
Italy,Masseto,11607432017,2017,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432016,2016,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432015,2015,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432014,2014,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432013,2013,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432012,2012,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432011,2011,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432010,2010,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432009,2009,1160743,Italy 100,Super Tuscan,,,,
Italy,Masseto,11607432008,2008,1160743,Italy 100,Super Tuscan,,,,
Bordeaux (Red),Mission Haut Brion,10131792017,2017,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,470,
Bordeaux (Red),Mission Haut Brion,10131792016,2016,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,418,
Bordeaux (Red),Mission Haut Brion,10131792015,2015,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,353,
Bordeaux (Red),Mission Haut Brion,10131792014,2014,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,473,
Bordeaux (Red),Mission Haut Brion,10131792013,2013,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,526,
Bordeaux (Red),Mission Haut Brion,10131792012,2012,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,440,
Bordeaux (Red),Mission Haut Brion,10131792011,2011,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,269,
Bordeaux (Red),Mission Haut Brion,10131792010,2010,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,278,
Bordeaux (Red),Mission Haut Brion,10131792009,2009,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,420,
Bordeaux (Red),Mission Haut Brion,10131792008,2008,1013179,Bordeaux 500,Left Bank 200,44.81539,-0.60565,,
Bordeaux (Red),Mission Haut Brion,10131792000,2000,1013179,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Mission Haut Brion,10131791990,1990,1013179,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Mission Haut Brion,10131791989,1989,1013179,Bordeaux Legends 40,Bordeaux Legends ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562010,2010,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562009,2009,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562008,2008,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562006,2006,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562005,2005,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon",10826562004,2004,1082656,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon Rose",10826722006,2006,1082672,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon Rose",10826722005,2005,1082672,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon Rose",10826722004,2004,1082672,Champagne 50,Champagne ,,,,
Champagne,"Moet & Chandon, Dom Perignon Rose",10826722003,2003,1082672,Champagne 50,Champagne ,,,,
Bordeaux (Red),Montrose,10132962017,2017,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,470,
Bordeaux (Red),Montrose,10132962016,2016,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,418,
Bordeaux (Red),Montrose,10132962015,2015,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,353,
Bordeaux (Red),Montrose,10132962014,2014,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,473,
Bordeaux (Red),Montrose,10132962013,2013,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,526,
Bordeaux (Red),Montrose,10132962012,2012,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,440,
Bordeaux (Red),Montrose,10132962011,2011,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,269,
Bordeaux (Red),Montrose,10132962010,2010,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,278,
Bordeaux (Red),Montrose,10132962009,2009,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,420,
Bordeaux (Red),Montrose,10132962008,2008,1013296,Bordeaux 500,Left Bank 200,45.24667,-0.76114,,
Bordeaux (Red),Montrose,10132961990,1990,1013296,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Mouton Rothschild,10135442017,2017,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,470,
Bordeaux (Red),Mouton Rothschild,10135442016,2016,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,418,
Bordeaux (Red),Mouton Rothschild,10135442015,2015,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,353,
Bordeaux (Red),Mouton Rothschild,10135442014,2014,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,473,
Bordeaux (Red),Mouton Rothschild,10135442013,2013,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,526,
Bordeaux (Red),Mouton Rothschild,10135442012,2012,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,440,
Bordeaux (Red),Mouton Rothschild,10135442011,2011,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,269,
Bordeaux (Red),Mouton Rothschild,10135442010,2010,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,278,
Bordeaux (Red),Mouton Rothschild,10135442009,2009,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,420,
Bordeaux (Red),Mouton Rothschild,10135442008,2008,1013544,Bordeaux 500,Fine Wine 50,45.2153,-0.7686,,
Bordeaux (Red),Mouton Rothschild,10135442000,2000,1013544,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Mouton Rothschild,10135441998,1998,1013544,Bordeaux Legends 40,Bordeaux Legends ,,,,
United States,Opus One,11226622017,2017,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622016,2016,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622015,2015,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622014,2014,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622013,2013,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622012,2012,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622011,2011,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622010,2010,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622009,2009,1122662,Rest of the World 60,Rest of the World ,,,,
United States,Opus One,11226622008,2008,1122662,Rest of the World 60,Rest of the World ,,,,
Italy,Ornellaia,11020242017,2017,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242016,2016,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242015,2015,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242014,2014,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242013,2013,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242012,2012,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242011,2011,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242010,2010,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242009,2009,1102024,Italy 100,Super Tuscan,,,,
Italy,Ornellaia,11020242008,2008,1102024,Italy 100,Super Tuscan,,,,
Bordeaux (Red),Palmer,10136582017,2017,1013658,Bordeaux 500,Left Bank 200,45.0369,-0.6694,470,
